pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
44,10,11.621011989667016,2447,45.535953663470565,22426,180.96021570648116,8,3,1,0,33,0,11,Benign
58,14,23.43927063778342,4869,36.31630684678242,17650,393.5103633018466,10,7,3,2,35,1,43,Malware
58,19,31.110764938670737,1101,48.49863229758264,12941,114.05554411289312,3,9,4,0,25,1,15,Benign
61,31,25.884594276201724,4338,47.60363677499876,15899,144.72008394282065,9,4,4,3,40,2,56,Malware
31,30,12.342774522803914,4707,42.85730578400802,11168,185.98240744425584,1,9,0,1,26,1,60,Benign
76,13,24.465449860835445,4224,59.88715307218884,6329,108.0762236417124,2,5,1,0,19,2,30,Benign
51,23,23.574781181606024,2452,32.989676704156885,8655,138.15147940247414,3,0,4,5,20,0,89,Malware
56,22,29.62530990736066,1690,45.30961741490775,10553,212.55659105449195,7,3,2,2,30,0,89,Malware
96,10,10.343977909900994,2450,49.88889814024591,19308,137.16698063325694,9,3,1,0,42,1,70,Benign
85,25,25.989040010040796,3625,28.801735479727217,10541,446.44777201194654,8,4,0,3,47,1,75,Benign
50,32,5.821120764011061,3658,32.85875137768093,8905,126.42951620446198,4,0,0,2,36,0,25,Malware
76,18,25.88525901907303,2966,58.45836331952927,6080,444.3934796712958,7,3,0,3,20,0,41,Benign
88,31,33.813119118156706,1535,11.614550856330405,16797,429.14403442410645,2,6,1,6,41,0,47,Malware
35,25,10.231647987488524,4404,26.764782698045718,22207,140.30463782535486,9,5,1,2,45,2,25,Malware
48,28,14.338993184570267,3808,34.31064811693349,25003,110.07652570876458,5,9,4,1,22,2,64,Benign
86,24,22.486147160856536,3025,10.073249653459511,8250,119.99680595812556,4,4,0,0,37,1,17,Benign
98,35,26.97185137571767,2700,54.956355050330586,7115,336.1512258295028,3,0,0,1,27,1,72,Benign
32,23,15.33114171213603,3943,24.312220010607934,24951,368.1414497954298,4,7,1,7,32,1,36,Malware
30,29,24.927769314204127,2463,22.885241605472213,10120,348.2613564984925,3,4,1,1,46,1,13,Benign
87,19,31.978363776089992,2629,51.01630976768709,13239,316.5907407967592,6,7,2,0,22,0,62,Benign
67,30,26.79676361672786,4018,23.89916142512377,22824,169.87363625179563,6,5,0,0,8,1,41,Benign
44,21,26.330681528067323,2878,42.881129695101116,16927,436.38155785410856,2,6,1,3,12,1,94,Benign
63,37,16.459119752498477,1123,51.07515719509796,5944,231.02197454409944,11,9,1,2,25,1,23,Malware
90,10,32.342879265146024,4373,49.62384238551862,24652,494.47127844515416,2,9,4,3,18,0,78,Benign
64,30,13.319688258832333,3715,49.09753687129645,24503,253.9431191576762,4,0,0,3,1,1,97,Malware
93,26,11.15841069859102,3396,14.431878493261742,27456,205.20193758974617,4,5,2,0,32,1,94,Benign
54,18,15.926718011795115,1248,13.99234837861821,15175,457.70032551269503,2,2,1,3,46,0,33,Malware
53,32,24.50468662215482,2971,25.338501786869372,29930,326.9656652764133,9,2,4,3,2,2,96,Benign
41,28,30.8503395858352,2294,11.797394059800888,8305,388.7401760698959,7,2,4,3,36,1,41,Malware
47,34,8.962363470419511,2452,35.02148682596322,20345,263.3595133308979,7,5,3,0,46,1,99,Benign
44,27,29.41406531780489,2593,29.739103313510913,26179,454.76620237743606,6,7,0,0,22,2,67,Benign
56,37,29.38470184006985,3754,37.851295627157455,6917,467.09008519373094,7,2,4,0,16,2,65,Benign
89,16,22.607580697702584,1712,24.939426933484523,11769,274.7075724467659,12,2,2,8,48,1,29,Malware
75,18,27.819438187340772,4655,34.287700149521356,17377,196.2895341475042,4,4,0,1,28,1,11,Malware
46,31,10.45642094454762,4054,26.73723829295269,5368,359.0685537733952,5,5,2,5,48,2,82,Malware
82,35,10.087580024621403,1246,19.76040461116543,6192,481.83373352820627,8,5,4,4,36,1,54,Malware
37,30,30.884001023861813,1480,42.46833405689075,22770,348.9785838291765,8,6,0,1,16,1,24,Benign
56,21,19.944453117037007,3145,43.67179507495926,17185,481.6889753630946,10,6,4,3,35,2,11,Malware
75,16,12.378116427585473,3376,51.461584637487505,16194,237.52318598904583,7,2,4,0,33,0,74,Benign
79,23,25.66191072818971,4664,53.737589157686244,15088,466.03162831995,5,4,4,3,25,2,56,Malware
32,24,31.756255008026628,2448,45.22309521839577,28728,145.0267329666376,5,0,1,1,39,2,94,Benign
93,24,23.969679378327495,4648,44.3749043348756,23931,243.5337675750729,2,0,1,5,12,0,82,Malware
73,15,15.420351288200516,4495,12.833783266823625,26183,297.78849379621767,5,1,2,0,16,1,50,Benign
82,30,19.497132958790438,2028,15.488962072908576,19468,361.24413530091675,4,1,1,0,36,1,47,Benign
53,23,27.568083828360187,3013,50.62813551954367,27699,217.65569797949058,5,6,2,1,33,1,61,Malware
89,11,7.025036866171625,1458,21.647563081181577,22937,469.6957201734915,5,4,1,4,48,0,59,Malware
32,17,11.514935478693268,3843,27.77825301085415,24194,461.39848367766393,7,2,4,0,41,2,29,Benign
49,22,18.877495599483417,4877,17.26486768379384,19776,419.73464518622495,9,6,1,3,36,0,95,Benign
75,32,23.127228922912963,1592,19.75759842874595,16224,145.74500999669286,5,2,3,0,36,0,26,Benign
44,15,15.174967731269733,1497,48.770861768510315,5111,131.31638045531392,10,2,4,6,49,2,71,Malware
54,14,13.951727656096422,3134,23.092980975776914,25456,299.2525820477367,2,3,3,1,28,2,59,Benign
46,14,6.241525870991639,3449,32.45174831320951,22447,406.13750227836675,6,4,4,10,34,2,75,Malware
38,34,5.978053161543427,2316,17.583568652961965,25581,149.2943571645045,7,7,1,6,16,0,72,Malware
67,10,13.360845629084768,4994,43.896495315804934,6392,356.5749867744075,7,8,0,10,29,2,88,Malware
77,18,20.91518300268629,4352,46.41348670667381,22581,311.1421564409228,3,4,2,2,29,1,18,Malware
89,15,21.691144893362345,1196,28.08461589493569,5340,390.3957678937489,5,7,4,0,24,2,42,Benign
92,29,19.820824786006064,3811,49.23733230613753,10015,274.15009046650715,2,2,0,3,23,0,54,Benign
31,35,17.29642052008503,4154,21.995332596106323,7861,377.3186388880036,7,6,0,0,17,2,42,Benign
40,39,12.568747677839625,1026,44.5951931050078,17483,163.84346859362554,13,2,1,4,4,1,13,Malware
93,16,17.020832947783465,4916,46.4982290710227,18895,185.83770929265154,12,9,4,4,23,0,74,Malware
50,18,9.162798961565404,2717,58.432868889438815,21112,461.33362552560175,6,2,0,1,22,2,18,Malware
47,14,8.457776870781103,3182,21.616083259335813,29403,231.75003011898255,8,3,2,4,38,2,81,Malware
93,23,13.998297704413742,2113,14.685524002137637,27178,494.2023259346203,7,1,3,1,27,2,89,Malware
67,14,34.86046389281659,3253,23.15177111448933,24690,118.48183906003729,5,6,1,3,30,1,83,Benign
61,17,14.794908425491954,4098,16.143109829105953,17792,298.35032598116277,10,5,1,5,22,2,32,Malware
40,16,33.09369171065316,4449,18.484715424715482,20430,229.99486577854105,11,2,1,13,6,2,83,Malware
74,22,16.76786437303082,4642,26.70572559279872,11362,498.386014820369,13,0,2,5,27,0,10,Malware
62,22,18.17029973598828,4655,30.699537336100043,14732,496.013902545848,12,9,1,2,22,1,25,Malware
70,17,28.911886496066884,2438,55.18621128756898,11308,194.09731674117285,3,2,2,0,13,2,79,Benign
37,20,7.809149823423701,4298,19.780788575001054,8584,206.90275187285437,7,3,0,0,24,0,28,Benign
40,37,10.469399707809185,1602,58.58794879606081,27908,399.8688874868188,2,9,4,0,33,1,43,Benign
80,35,34.21520794925644,2091,50.50766049480858,26687,455.8697725577163,5,0,0,3,30,0,90,Malware
70,27,20.17752019882084,1361,54.07356949467205,23310,365.4787951419674,5,7,4,3,22,1,69,Malware
46,34,6.329290466258909,2283,56.47219948701217,8519,445.8835820245453,12,1,1,3,7,0,72,Malware
75,28,6.421421991681515,3705,47.662059857056036,19343,125.31698215829125,3,2,0,2,9,0,69,Benign
61,15,32.217220513321784,2086,49.438991580853056,12787,356.21139255863744,7,4,2,4,32,2,58,Malware
83,31,31.20095268676153,4926,31.890914830280977,14597,380.0683556682785,7,8,1,0,35,0,84,Benign
49,11,18.751973208353004,3015,35.522511733812195,12549,176.12762522588497,10,5,0,2,17,1,69,Malware
62,37,9.896662578337963,1971,56.62427133833171,7013,411.1880837298422,7,2,0,0,22,1,37,Benign
69,22,29.908538190874392,2715,28.912795577632473,5447,477.7060678805424,5,2,2,2,26,1,86,Malware
61,32,14.738003218389515,4027,12.097353653210359,23104,459.18659691122633,9,7,2,3,32,2,13,Malware
31,34,17.57175195989286,2646,48.13771927373865,18465,197.98696716533559,9,3,0,2,29,2,61,Benign
62,37,25.47429137147954,2726,38.65787558587592,25477,229.59705518887446,3,4,2,1,37,1,89,Benign
59,35,15.601950602229634,3988,50.74379811716558,5033,299.84454757849846,3,3,3,5,36,0,63,Malware
62,20,23.86009780094879,1907,13.777563330548105,21880,163.34447371222785,2,8,3,0,46,1,43,Benign
55,10,31.55848131327753,4463,41.06159952378949,6403,481.5812652465102,7,7,2,0,42,0,94,Benign
51,33,28.921198063234325,1245,22.385294399537898,8219,164.638651884331,7,6,0,1,10,0,25,Malware
95,11,16.448332216014812,3325,55.1634297247242,13077,404.56918319613436,3,3,2,5,23,0,93,Malware
67,39,13.638096641112044,1346,15.495496987087284,7710,236.57126046837143,8,8,2,2,5,0,44,Malware
75,26,13.56531346218677,2960,52.15346363625315,19226,329.4883190786387,4,7,4,1,11,0,45,Benign
44,17,15.457734511297492,1371,14.427712598595518,17877,118.86952975774463,5,7,3,0,12,1,90,Benign
73,11,19.805509601743168,1808,11.254867774849904,10670,182.00474301492955,1,9,1,8,20,1,46,Benign
78,15,17.497924420818293,3896,21.752971502096116,17964,277.7564953284849,6,1,1,0,10,2,96,Benign
90,31,8.990120629629736,3170,26.65222704633419,26602,370.8764868962012,0,4,1,0,26,1,55,Benign
96,14,9.90367575001725,4128,41.326438590593554,8602,411.0247704843519,11,5,2,6,12,0,63,Malware
35,25,15.287888281945502,1159,16.58622986805269,27488,112.05620710532091,9,5,1,0,42,1,44,Benign
38,17,21.86192300176572,2150,31.866496679553748,9096,160.99608643151586,4,8,4,0,25,0,64,Benign
35,28,22.77991850400484,3784,20.213180105143685,7334,391.9166954757015,10,3,2,2,8,2,15,Malware
61,25,19.5862119468989,4678,52.765166077353165,11116,425.22217032480654,8,6,0,3,20,1,74,Malware
70,22,27.163276436225438,2334,12.24832539756525,20539,194.62861091431444,11,8,0,2,10,1,74,Malware
37,35,27.117463662702097,1517,27.796886334426055,6279,191.86121880243223,12,4,2,1,25,1,12,Malware
79,29,17.828824150621656,3982,41.56870399845545,24629,135.21177578926637,0,5,3,0,48,0,54,Benign
91,16,8.733224322828328,2288,55.65440890259695,9949,160.1175902388027,11,0,3,1,47,2,60,Malware
91,25,20.905243093013695,1745,53.39967113469476,5049,103.20635675289847,6,6,0,0,30,0,88,Benign
36,32,16.44407191981498,3335,54.75959997585818,10651,335.93249591115773,1,4,1,3,12,1,82,Benign
33,25,9.1376896929111,1419,13.142664684149103,14966,461.5565376357727,2,3,4,0,8,2,34,Benign
35,38,34.45451629894518,4967,52.04616307317298,28594,159.83043981527155,8,2,2,4,23,0,90,Malware
87,21,16.09266167840307,2551,48.995628927205956,24972,400.5774653764174,4,0,4,5,17,2,64,Malware
51,23,23.773935188636926,1139,55.121582463780946,9046,329.46347452899863,11,4,4,6,4,0,81,Malware
55,33,19.703865840097897,2832,25.578813362900068,21449,475.9687570452689,4,2,4,3,1,2,75,Malware
32,27,9.284848376502984,1706,55.588255313668334,11539,419.2490089881032,10,7,2,9,37,0,15,Malware
70,36,6.666308701177117,1697,30.13205425432239,26754,441.0916091036514,4,3,1,6,39,2,32,Malware
89,37,23.77308245245877,4034,41.70498427629,9223,355.65686094902674,4,2,2,3,8,1,59,Malware
43,27,12.410656110436568,1474,31.208949560349915,21571,424.53444781434797,8,0,0,3,33,1,86,Malware
41,25,12.309619988411452,4976,31.382421525782558,10302,240.34780139194436,7,9,1,3,37,1,19,Benign
41,29,33.70928569130932,2660,37.33185093974508,17865,183.6070379348879,0,1,0,0,39,0,44,Benign
42,25,18.85319912933874,4600,27.796335481041126,24272,465.00798849318574,4,9,4,0,35,2,95,Benign
54,22,5.882781995020677,2901,49.636849713461785,26241,393.7343512289682,9,1,1,0,25,1,86,Benign
74,35,15.195281454494204,3436,41.68193677076194,5666,136.28115877523607,11,0,4,1,29,0,78,Malware
48,38,22.5347462675668,1510,44.48778807694728,28963,446.7638111005815,0,7,0,0,40,0,79,Benign
84,18,14.857022555513623,1537,21.551740011088178,14124,239.56157599138902,2,4,2,0,28,0,21,Benign
74,35,5.80555862102427,3260,58.478764424069624,10138,219.31111621671073,4,1,1,10,35,2,96,Malware
37,37,18.32933796400206,3944,43.00880488864827,20837,349.3254269145551,3,7,4,2,48,2,58,Malware
82,18,8.177190085243335,2536,19.85979322651958,8852,327.43945444258543,2,9,3,0,3,2,56,Benign
84,22,23.57480073988113,4874,47.52451217355169,9140,315.3026884661953,2,4,4,1,2,2,11,Benign
61,38,23.58761300668064,2288,18.685705160381133,21133,201.95087336081076,1,9,0,6,16,2,95,Malware
80,13,6.1327741879520214,2366,13.16924481497542,18533,483.9095005024879,3,4,0,3,49,0,27,Malware
73,18,13.719987847981317,2061,36.37766980729171,15368,480.04836953181325,3,1,2,5,47,0,33,Malware
99,24,17.410587912170115,1232,37.67619770811736,5617,101.66487596899994,10,7,1,6,46,0,23,Malware
47,23,21.50792293577534,3307,19.44827873657993,18050,235.1310516670834,9,2,3,0,33,1,47,Benign
51,28,13.881902891245852,1307,27.41894721460795,18944,118.2194656248187,7,3,0,0,7,2,50,Benign
66,21,13.632395376541945,1402,57.28846478393485,22176,440.09950652396304,5,4,1,0,23,0,43,Benign
85,30,34.49045468750778,1996,24.250161604374497,17185,454.6072953186467,6,9,3,0,31,2,77,Benign
88,35,6.255883871626997,2284,17.778403038268433,7444,307.31931347449756,3,8,2,8,44,1,83,Malware
32,34,34.67136242273456,2499,59.628097933272706,15514,435.87121378428617,6,1,1,0,18,1,81,Benign
57,15,6.432558232351896,1749,25.115276819023336,25617,381.34412634151676,7,7,4,2,20,0,47,Benign
64,12,13.650242833840576,2129,44.01268365730393,6350,299.8295771713697,7,4,3,1,8,1,72,Benign
90,35,19.810725649080503,4318,21.57800907196332,19550,245.52455959561095,5,8,4,0,30,2,39,Benign
83,34,9.298950290429756,1303,37.50605984931947,23659,206.49001013062392,6,8,4,0,13,2,76,Benign
92,31,9.045390875561715,3390,29.314099330480776,27634,203.77165496922078,3,9,3,2,38,0,48,Malware
36,29,12.689381397828376,2470,58.07896305795943,23590,324.82575369503655,3,2,4,1,30,1,38,Benign
78,25,34.205215507207086,2061,31.640293727524384,6917,166.7235305961383,10,8,3,11,20,0,51,Malware
60,39,16.403505766236925,4891,39.20870920908621,15269,169.91675046918235,3,6,4,1,10,0,58,Benign
87,29,21.979845148075754,1854,57.23831329500736,5608,104.15733613081267,7,8,2,2,45,2,97,Benign
90,33,26.12874207144939,2069,59.461714996897754,22167,345.33122382364945,11,6,2,2,28,0,28,Malware
53,32,27.26665506572631,2745,15.082918200249825,16121,497.7376742640208,7,7,1,3,19,2,38,Malware
49,26,25.641228990360645,2628,51.71603560211945,20882,455.68775017116945,12,3,4,1,2,0,89,Malware
66,25,15.107845795751745,4291,29.10582470936244,12066,382.2759217708405,0,4,2,8,45,2,42,Benign
33,15,8.351834820681873,3303,39.741435310280636,7389,414.2101191066292,6,5,2,5,27,2,96,Malware
49,17,13.451494259996327,3184,28.752403947762275,5167,266.7410865054984,0,3,2,0,45,0,91,Benign
89,28,11.308856803085199,2254,30.055810282739618,20570,219.23182196642756,5,7,0,0,45,0,48,Benign
53,39,9.088319146079503,1817,17.94287679925558,26163,247.45131275387342,4,4,4,3,13,0,46,Malware
79,34,5.734901952548562,2737,38.638322921393296,11775,132.56883269201936,7,2,1,0,12,1,22,Benign
78,35,33.071775471752424,4649,37.33579729723624,8256,353.518079211853,7,0,2,0,32,0,26,Benign
80,11,32.631031596360145,1972,19.467789426919992,7479,169.94600888506955,8,0,3,0,17,2,17,Benign
65,23,6.512510168905078,1037,37.08652146669707,28975,405.1512844640154,6,7,0,0,40,2,54,Benign
95,31,10.192537184612053,2178,58.65509413155431,14171,175.99058490552508,8,2,4,2,38,2,44,Malware
63,21,9.185014143883809,4574,45.72042979268949,7816,191.24961010693463,4,9,1,2,21,0,26,Malware
65,26,13.43668803264552,1104,34.049127979167594,13982,482.9222557504672,9,3,2,8,33,1,84,Benign
35,37,11.122066114362234,1254,55.80419927906876,18029,142.15836480949102,3,6,3,3,24,1,28,Benign
68,36,33.37560612193565,4475,38.76571782526529,22858,299.53701569841195,3,0,0,0,16,2,59,Benign
71,24,7.525113096806115,3535,16.75239993639017,29509,125.07460296063888,5,5,3,1,3,1,86,Benign
87,27,11.350124810135096,2981,37.37548239062282,16378,136.15639683288254,7,0,3,4,23,1,31,Malware
41,25,7.421699137487433,3505,19.04865576829339,9001,353.4001448553708,8,2,0,0,18,0,93,Benign
32,22,34.41156045933309,3575,48.37524193738371,15640,352.2909052234342,9,3,3,0,10,2,45,Benign
47,30,32.55240527291015,1590,58.358710714735416,12471,177.24811252966367,5,6,2,0,32,2,40,Benign
69,26,26.49894769296233,1524,28.040929227166515,16866,448.99460610335706,1,1,0,0,44,1,27,Benign
50,17,17.7791909665974,1369,31.745894006259725,12740,380.87479827319095,9,7,4,0,13,2,29,Benign
44,10,10.705344065719776,1101,31.074823341931502,11026,220.24423314846584,9,5,0,2,19,0,71,Benign
55,38,11.644691750604272,3963,24.26499878974409,26134,199.35462320357126,8,9,1,6,32,1,43,Malware
37,34,18.29120025668034,1663,49.70899824393155,16353,401.7141012523315,9,1,2,5,39,1,31,Benign
71,35,28.04668014009445,1689,40.8864166373498,16381,393.4495696530415,8,2,4,0,13,0,59,Benign
73,36,12.941884879968768,2926,13.202577842827981,12306,159.53276461257508,10,3,2,3,47,0,81,Malware
43,12,14.3237573760394,3646,51.94031675115678,20238,239.67513946810732,5,5,2,4,9,0,31,Malware
31,25,22.998328742134117,3647,19.354411557660363,13943,186.67089866337628,5,0,0,4,12,0,12,Malware
66,37,12.131880868347608,3588,58.95755808545606,18828,217.65767843434926,8,4,4,3,6,1,54,Malware
98,11,22.526558638784106,2535,28.833156950128288,22616,215.0255849979489,5,7,0,5,20,2,11,Benign
67,24,16.613926798168535,3436,40.82248235751619,19422,490.4094799853188,11,6,1,2,42,0,82,Malware
70,10,6.031046177040441,3410,13.891180944801519,27465,400.0845492442274,10,2,1,5,20,2,82,Malware
91,18,17.08103858695892,3028,27.233163734417833,14050,412.02081957435,4,1,1,4,44,2,35,Malware
89,25,32.585758385574344,1930,50.11769786803907,25798,210.96926610624848,7,1,0,0,8,0,68,Benign
43,13,13.793356374003817,2856,33.86042459766292,25244,100.21083401854737,9,9,0,0,9,2,10,Benign
31,21,14.68497168309407,3659,55.23017417720114,20222,123.2628019687958,11,4,1,3,4,2,62,Malware
99,10,6.9782266417786065,4186,38.75692205254036,9728,321.19990666271826,8,7,0,5,21,2,66,Malware
46,10,23.45142345707883,3769,56.428609769787386,29029,214.19245555935458,5,5,3,0,8,2,89,Benign
57,16,30.477270928950166,2989,59.130495350627804,24083,177.18184025927536,4,5,3,0,35,1,52,Benign
95,27,15.58768679279305,3390,32.69472797591379,12279,119.85636864652749,9,6,3,2,21,1,27,Malware
64,32,12.207366725599654,4145,38.2578286288904,29458,450.3526957718951,4,0,2,10,42,0,48,Malware
34,37,33.69835562491576,3182,51.74603216256349,26429,340.05093882319034,11,2,4,1,26,2,40,Malware
94,32,27.35217843774465,3987,21.07665027679065,23384,142.94928577930293,9,4,4,0,6,1,55,Benign
69,24,22.014906778497938,4852,53.08147868905548,27390,406.56160643863745,9,6,4,0,5,0,10,Benign
85,35,14.165934990346523,2885,39.596007018863475,5239,402.3302364307196,4,5,1,1,26,2,55,Malware
65,39,11.623940539292025,1977,46.27500676922627,28823,215.76145640610235,11,0,3,1,27,2,10,Malware
74,34,26.472321170014016,4661,13.992701133172261,7190,175.37075662269777,1,8,3,1,18,1,65,Malware
52,22,20.653664514120322,2994,48.30938417267018,20289,425.5927504557505,10,2,0,3,37,0,55,Malware
76,25,20.61799450408943,1379,25.539345228682922,25598,231.82589306045423,9,6,2,10,21,2,97,Malware
60,16,7.211294560167314,2513,50.2616138424921,9691,438.97123243238275,0,0,2,0,16,1,64,Benign
40,25,20.36583430278818,2148,35.45762691513535,7015,117.46064521911367,4,0,3,0,33,1,65,Benign
39,22,29.68232093118481,3085,23.730716740781656,26754,299.71557956462,1,0,0,2,40,0,87,Benign
96,23,33.40397833387277,1780,57.637984851082706,21546,171.83811255984796,0,3,3,3,2,1,32,Benign
43,26,8.200471924452053,1309,48.25311988557496,26133,368.81792529125437,4,0,1,4,28,0,57,Malware
39,21,23.934956320972127,3153,59.28430369368235,13541,498.88550458761875,4,0,1,0,46,0,71,Benign
30,38,22.050417523947406,1555,28.22349492061019,5030,265.00441281077383,4,8,4,6,4,0,17,Malware
34,33,31.709374728444253,4296,42.46098167708193,11601,140.1242187567829,8,7,4,4,43,0,75,Malware
49,33,27.537320905546146,4313,40.579433893186334,29389,227.06924778914734,7,4,3,6,20,2,14,Malware
